0	6
2	17
3	17
4	17
5	17
6	17
4	20
8	20
6	20
9	23
10	23
11	24
12	24
14	25
15	25
16	25
4	25
6	25
18	25
20	25
21	25
22	27
23	39
25	39
2	39
26	39
14	41
6	41
20	42
2	46
13	46
6	46
27	47
2	47
17	47
17	54
2	54
6	54
32	55
2	55
2	55
33	55
17	55
4	55
35	58
17	58
36	58
37	58
13	61
6	61
25	62
6	62
39	63
40	63
17	63
19	63
21	63
4	63
44	64
43	64
45	65
6	65
46	70
6	71
4	72
6	74
49	75
33	76
50	76
43	77
43	78
2	79
15	79
52	79
53	79
54	80
2	80
25	80
56	80
6	80
43	80
37	80
57	80
58	80
44	89
25	91
34	91
61	91
6	91
62	93
2	93
6	93
15	94
18	94
4	94
2	95
25	95
34	95
63	95
6	96
2	101
48	101
50	101
13	101
17	101
44	102
64	104
2	104
65	104
6	104
26	104
45	105
20	105
67	106
4	106
68	107
4	108
30	109
70	109
6	109
30	111
2	111
72	111
44	111
50	111
73	111
25	112
2	112
6	112
48	112
2	113
43	114
6	114
6	116
43	117
6	117
44	118
2	122
2	122
49	122
48	122
5	122
74	123
4	123
2	125
16	125
13	126
76	127
77	127
17	127
78	127
44	127
33	127
4	127
79	127
6	127
76	129
44	129
4	129
79	129
6	129
76	130
44	130
4	130
79	130
6	130
35	137
81	137
6	137
73	137
82	138
15	142
2	143
83	143
35	144
34	144
15	145
44	145
84	145
6	145
6	147
35	148
85	148
86	150
16	150
6	151
6	152
15	153
6	153
6	155
87	158
20	158
2	159
17	160
17	161
44	161
33	161
6	162
5	162
15	163
93	163
94	163
53	163
6	163
48	163
13	163
21	163
4	164
2	165
5	165
2	169
34	169
48	169
6	169
4	170
13	170
6	170
33	172
6	172
2	173
44	173
13	173
2	177
98	178
2	178
25	178
85	178
99	178
30	180
17	180
5	180
2	181
6	181
6	182
5	182
35	183
43	183
15	184
5	185
2	188
13	188
6	188
2	191
4	191
6	191
15	192
44	192
6	192
2	194
41	195
6	198
17	199
2	202
44	202
6	202
102	203
2	203
5	203
17	205
44	205
103	206
17	207
21	209
6	209
6	210
2	213
17	213
6	213
2	215
86	215
43	215
104	216
40	216
2	216
6	216
2	220
2	221
105	221
25	221
5	221
48	221
6	221
4	222
43	224
35	226
107	226
2	226
6	226
2	229
108	229
17	230
6	231
6	232
17	232
2	235
6	236
110	237
111	237
43	237
112	240
113	240
6	240
114	240
4	241
116	242
6	242
111	243
17	244
2	245
44	245
117	246
6	246
5	246
2	247
2	249
6	249
17	253
5	253
44	254
5	254
43	254
17	255
5	255
79	255
6	255
2	256
6	263
30	265
119	265
6	265
2	269
121	269
48	269
13	269
50	269
0	270
6	270
2	273
123	273
53	273
6	273
48	273
50	273
87	275
25	275
85	275
6	275
4	276
43	276
6	276
25	278
48	278
6	278
126	280
2	280
128	280
44	280
6	280
132	280
133	280
17	281
6	281
134	282
25	282
34	282
5	282
135	282
6	282
43	283
35	284
40	284
43	284
13	285
136	288
2	288
33	288
6	288
43	288
86	289
2	289
6	289
43	289
137	291
17	293
15	294
56	294
138	295
17	296
34	297
15	298
2	300
17	301
35	302
6	302
6	304
2	307
48	307
13	307
35	308
43	308
6	308
2	318
139	318
33	318
15	319
2	319
17	321
140	321
4	321
34	322
141	324
25	324
142	324
143	324
16	324
33	324
48	324
13	324
6	324
2	325
33	325
33	326
4	327
44	329
145	329
35	330
33	330
20	330
43	330
6	331
6	338
43	338
43	340
35	341
146	341
79	341
136	343
2	343
85	343
4	343
5	343
43	343
6	343
21	343
147	343
15	345
4	345
13	349
2	350
61	350
13	350
6	350
6	351
2	352
6	352
2	353
6	353
2	354
44	354
6	354
17	356
148	356
6	357
48	357
35	358
2	358
86	358
53	358
149	358
6	358
43	358
21	358
150	361
4	361
6	361
17	363
6	363
50	366
6	367
49	369
15	370
2	370
2	372
4	372
6	373
0	374
6	374
6	376
6	377
4	379
152	379
17	381
154	386
6	386
6	387
13	387
86	388
44	388
21	388
2	391
0	391
33	391
155	391
44	391
4	391
43	391
13	394
6	394
33	396
43	408
6	409
4	411
6	411
2	417
4	417
6	417
35	418
2	420
158	422
159	424
2	427
6	427
2	429
44	433
2	435
6	435
56	436
4	436
6	436
43	436
111	436
35	437
43	437
160	439
15	444
15	445
74	446
2	449
2	450
2	451
2	453
33	453
43	453
44	453
6	453
161	455
17	455
162	455
17	457
